"","country","description","points","price","province","variety","latitude","longitude","cluster"
"9222","US","This captures all the ripe fruit and fresh mouthfeel you could ask for in a young Riesling. Succulent and peachy, with references to other mixed tree fruits, this also brings highlights of orange pekoe tea. Residual sugar is 20 g/L.",91,16,"Oregon","Riesling",43.8041334,-120.5542012,3
"9223","US","Tightly structured in a ripe, bold bundle of cherry and berry flavors, this is an intensely tannic and youthful wine, clearly indicative of the vintage. Sage, dried herb, marshmallow and toasted oak aromas round it out, giving it flavor beyond its innate concentration.",91,85,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9224","US","This unoaked Chardonnay is powered by tangy lemon and pineapple flavors. It's medium-bodied and has nice concentration without seeming overly ripe. Butter and vanilla touches weave through its lively fresh fruit notes.",88,17,"California","Chardonnay",36.778261,-119.4179324,2
"9225","US","Mellow and reserved at first, this clonal study shows wet river stone and key lime scents on the nose. The palate leads with slightly sour lemon and orange rind flavors, opening into a sweeter honeysuckle tone and finishing on ripe peach, melon and toasted nut.",88,34,"California","Chardonnay",36.778261,-119.4179324,2
"9226","US","This Riesling's bold blossomy perfume accents honey and apple flavors on the palate. It's not deeply concentrated but its delicate sweetness and fresh cutting acidity are invigorating.",88,15,"New York","Riesling",40.7127753,-74.0059728,3
"9227","US","Pleasing aromas of herb, cherry, vanilla, and cocoa are followed by soft subtle cherry flavors. Lightly grainy tannins provide support. It doesn't seem entirely varietal but still provides enjoyment.",88,19,"Washington","Merlot",47.7510741,-120.7401385,3
"9228","US","Heady tropical notes of guava and melon perfume this light-footed wine. Semidry in style, it's not deeply penetrating in fruit but offers refreshing citrus flavors and a lip-smacking honey finish. Drink now through 2019.",88,15,"New York","Riesling",40.7127753,-74.0059728,3
"9229","US","This light-footed Riesling is restrained in fruit, offering subtle hints of lemon and pear, but its slightly chalky, dusty mineral tone is exhilarating. Its delicately semisweet, with a fresh tangerine finish.",88,25,"New York","Riesling",40.7127753,-74.0059728,3
"9230","US","Quite floral smelling and fruity tasting, this is not your usual Chardonnay. It smells like rose petals, tastes like Anjou pears and has a soft mouthfeel and medium body.",83,8,"California","Chardonnay",36.778261,-119.4179324,2
"9231","US","Thick and sour, this wine has a waxy fruit component to it that is off-putting and out of sync with the crisp fruit that is trying to compete on the palate.",83,20,"California","Chardonnay",36.778261,-119.4179324,2
"9232","US","There's a bland greenness to this wine that delves into waxy blackberry and plum, but ultimately remains flat on the palate.",83,26,"California","Merlot",36.778261,-119.4179324,3
"9233","US","Sturdy and basic, this Pinot Noir has vegetal aromas, modest fruit flavors, and a dry, lean texture. Aromas suggest tomato and herbs, while flavors are more rich.",82,7,"California","Pinot Noir",36.778261,-119.4179324,3
"9234","US","This single-vineyard selection is full-bodied and exuberantly rich. It captures the power of Klipsun/Red Mountain fruit, with a lush array of candied orange, citrus and papaya.  There's a touch of sugar, excellent length and a lingering hint of honeycomb.",92,19,"Washington","Sauvignon Blanc",47.7510741,-120.7401385,3
"9235","US","A nose of baked apple and saline minerality introduce this wine from this single-vineyard superstar winery. The palate picks up with zing, offering apple candy, lemon lime soda and a bit of bitter tension as well. The wine evolves steadily while on the tongue and is never boring.",92,45,"California","Chardonnay",36.778261,-119.4179324,2
"9236","US","If this wine is any indication, now is the time to jump into the 2009s from the Santa Lucia Highlands. There is verve on the nose, with a heady mix of cola, violet, sassafras and earthy funk. Then the palate delivers suave vanilla and blackberry brûlée flavors. Tannins are perfectly integrated, and it's ready to rock.",92,75,"California","Pinot Noir",36.778261,-119.4179324,3
"9237","US","This bottling slips in many corners of the flavor experience at once. On the nose, a bit of tropical fruit mixes with evenly spread buttercream, followed by precursor hints of bright acidity on the palate. That citrus-led vibrancy does come, as does a mix of creaminess and limestone-inflected tang, as if the rocks themselves delivered the acidity.",92,26,"California","Chardonnay",36.778261,-119.4179324,2
"9238","US","Sourced from a half dozen vineyards, it includes small amounts of Merlot and Cab Franc. Balanced and complete, it conveys blackberry, coffee and a smooth, vivid streak of caramel, with silky, delicious tannins.",92,40,"Washington","Cabernet Sauvignon",47.7510741,-120.7401385,3
"9239","US","From the producer's Yountville vineyard, as well as sites in Rutherford and Calistoga, this Cab-based blend is grippy and herbal, rustic in baked bread, cassis and cedar. Full bodied, it finishes in thick, leathery tannin.",85,65,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9240","US","This wine has ripeness and a kind of sweetness in the aroma. Good fresh cherry flavors glide along nicely on the smooth texture. It is medium bodied and balanced for easy enjoyment.",85,14,"California","Pinot Noir",36.778261,-119.4179324,3
"9241","US","This wine is dull and diluted in nebulous black fruit and a medium-sized body, with plenty of supportive tannins. The finish is quick.",84,54,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9242","US","This ambitious winery continues to struggle to find the formula for pricy Chardonnay. They turn now to this new Sonoma County appellation, but the result is still pretty ordinary. The wine is all about buttered toast, popcorn and fruit jam, with a creamy texture that's universally appealing.",86,48,"California","Chardonnay",36.778261,-119.4179324,2
"9243","US","This wine is heavy and full-bodied for Pinot Noir, with soft acids and rich cherry, currant, anise and mocha flavors. Doesn't have the structure for aging, so drink up.",86,45,"California","Pinot Noir",36.778261,-119.4179324,3
"9244","US","This is soft and jammy, with raspberry, cherry and oak flavors. A pretty wine, with a good tannin-acid balance, for drinking now.",86,32,"California","Syrah",36.778261,-119.4179324,3
"9245","US","Notes of buttered toast, butterscotch candy and caramel popcorn flavors dominate this wine. Underneath all that is a wine with pineapple, green apple and pear flavors, brightened with crisp acidity.",83,20,"California","Chardonnay",36.778261,-119.4179324,2
"9246","US","Made without oak, this Riesling is slightly sweet with sugary orange and peach flavors. It lacks the acidity to balance the sweetness, which makes the finish cloying.",83,15,"California","Riesling",36.778261,-119.4179324,3
"9247","US","This is not a successful Sleepy Hollow Vineyard bottling. The cold vintage took its toll, resulting in a wine whose cherry and tart cranberry flavors are cut through with a streak of green veggies. Drink up.",82,42,"California","Pinot Noir",36.778261,-119.4179324,3
"9248","US","This is a thin, water wine with delicate grapefruit flavor. The finish is brightened by a burst of citrusy acidity.",82,12,"California","Sauvignon Blanc",36.778261,-119.4179324,3
"9249","US","This is a heavy, syrupy Pinot, with caramelized, candied raspberry, cherry and spice flavors.",83,32,"California","Pinot Noir",36.778261,-119.4179324,3
"9250","US","Fermented in 100% stainless steel, this priced-to-sell Syrah has some red fruit and violet character. On the finish it tastes slightly burnt.",83,10,"California","Syrah",36.778261,-119.4179324,3
"9251","US","Simple and soft, this Chard is a juicy, forward blend of pineapple, mango and peach flavors.",82,20,"California","Chardonnay",36.778261,-119.4179324,2
"9252","US","Here's a soft, simple Pinot, with one-dimensional raspberry, cherry and oak flavors. It has a jammy, syrupy finish.",82,22,"California","Pinot Noir",36.778261,-119.4179324,3
"9253","US","This Pinot Noir is drinkable now for its soft deliciousness. It's pretty oaky, but it offers plenty of raspberry, cherry and spice flavors that are wrapped into a silky texture.",88,35,"California","Pinot Noir",36.778261,-119.4179324,3
"9254","US","Fresh and pretty, this has a bright, refreshing palate that offers flavors of cranberry and raspberry. It's smooth and fruit forward, with medium aging potential.",88,20,"Oregon","Pinot Noir",43.8041334,-120.5542012,3
"9255","US","Rich and round, this 100% varietal wine shows generous chocolate brownie aromas, its supple tannins brooding and dense. Clove and cinnamon stick flavors accent its dark black cherry and berry fruit.",88,79,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9256","US","The aromas are barrel-forward at present, with notes of baking spice and vanilla in front of red fruit. The flavors are plump in feel but also come off as quite woody. There are lots of good things going on. Perhaps some additional time in the bottle will pull them all together.",88,22,"Washington","Merlot",47.7510741,-120.7401385,3
"9257","US","Doug Margerum delivers his annual crowd-pleaser with this bottling, which evokes ripe apple, sweet stone fruit and grapefruit pith on the nose. Chalky texture and racy acidity mark the palate, providing the perfect framework for sour kumquat flavors and a cement-like minerality.",88,21,"California","Sauvignon Blanc",36.778261,-119.4179324,3
"9258","US","The oak is pronounced from the start of this full-bodied, slightly over-the-top white, which comes off as reduced among layers of caramel and almond. A hint of ripe cantaloupe, peach and apricot provides a sense of freshness on the finish.",85,28,"California","Sauvignon Blanc",36.778261,-119.4179324,3
"9259","US","This wine shows unusual floral, clove and sage aromas. Flavors resembling boysenberry and black pepper come with a medium-full body and firm tannins. It's atypical for the variety but a good red wine.",85,12,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9260","US","A block-designated, 100% whole cluster-fermented wine, this shows a slightly carbonic mouthfeel and vibrant acidity. The flavors lean toward wild strawberry, pomegranate and cranberry, with a depth of forest compost lurking underneath.",90,48,"California","Pinot Noir",36.778261,-119.4179324,3
"9261","US","Tart cherry, baking spice and dried chaparral show on the nose of this appellation blend from pioneering vintner Richard Sanford and Nick de Luca, making for a soft and easy entry. It's light and refreshing on the palate, with a bit of tannic depth, offering dried cranberry, juniper and garrigue-inflected flavors. Lively and vibrant with herbal depth.",90,35,"California","Pinot Noir",36.778261,-119.4179324,3
"9262","US","A limited-production wine made to commemorate the Supreme Court ruling on marriage equality, this full-bodied vineyard-designated wine is softly layered in bold, rich huckleberry pie and strawberry flavors. Juicy on the palate, the fruit is seasoned with clove, cola and a hint of earth.",90,80,"California","Pinot Noir",36.778261,-119.4179324,3
"9263","US","This blend of seven clones, all estate grown, comes together with well-integrated berry and cherry fruit. There's a pleasantly dusty note, a touch of brown spices, and just a hint of heat in the finish.",90,40,"Oregon","Pinot Noir",43.8041334,-120.5542012,3
"9264","US","Winemaker Jonathan Nagy's new program includes sourcing from iconic sites around Santa Barbara County, like this vineyard high above the Santa Ynez River. The wine's deep mulberry aromas meet with hickory smoke and miso-like umami notes on the nose. Cranberry fruit shows on the palate, with nori and roasted pork accents.",90,65,"California","Pinot Noir",36.778261,-119.4179324,3
"9265","US","This full-bodied and complex wine has loads of personality. An exotic, slightly earthy aroma leads to fruity richness and good viscosity on the palate, with a creamy texture and wonderful sense of layering.",90,18,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9266","US","This is a diluted, straightforward wine dotted in pleasing layers of pear and papaya. It finishes clean and quick.",84,28,"California","Chardonnay",36.778261,-119.4179324,2
"9267","US","This is a smooth, approachable and straightforward wine, unfussy in its offerings of buttery toast and oak, the fruitiness derived entirely from the tropics.",84,18,"California","Chardonnay",36.778261,-119.4179324,2
"9268","US","This is a soft, approachable juicy and unfussy wine, wrapped in sturdy stalks of oak and showy tannin. It offers a value-minded taste of blackberry jam and leather.",84,25,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9269","US","This has a deeper-than-usual yellow-gold color, and slight aromas and flavors that are more earthy and nutty than fruity. It is difficult to find the varietal character. It's a basic, rather full-bodied and drinkable white wine.",81,22,"California","Sauvignon Blanc",36.778261,-119.4179324,3
"9270","US","Salted apples and white rocks are marred by metallic aromas. Rounded flavors of ripe lemon curds are also hit with metallic flavors throughout.",81,13,"California","Chardonnay",36.778261,-119.4179324,2
"9271","US","Seductively smooth and intriguingly aromatic, this blend of several knock-out vineyards along Westside Road—Allen, Bacigalupi, Bucher, Rochioli Riverblock and Williams Selyem Estate—is instantly delicious, sharing a concentration of cherry, strawberry and citrus that perfectly captures the essence of the fruit, accented by a tease of black tea. An earthy minerality wraps around dry, polished tannins, with a streak of just-right acidity, giving it a realm of juiciness and flavorful sophistication. Enjoy through 2023.",98,69,"California","Pinot Noir",36.778261,-119.4179324,3
"9272","US","This longstanding collaboration between vintner and grower reflects years of mutual understanding and respect. The wine offers pretty orange blossom and lemon verbena aromas that wrap around a composed, well-integrated and mineral-laden body. Voluptuous, the wine is also well-balanced, finishing in bright acidity. It is deliciously good.",96,65,"California","Chardonnay",36.778261,-119.4179324,2
"9273","US","This wine comes from a new vineyard source for the producer, who continues to astound with Chardonnay. The site rises to well-crafted heights in the winemaker's hands. Made in a small quantity, the wine offers zesty lemon intensity and concentrated acidity, the entire balanced experience rewarding in its bright complexity.",96,65,"California","Chardonnay",36.778261,-119.4179324,2
"9274","US","Amazing aromas of cherry, cedar, cocoa powder and vanilla-clove cigarettes hit the nose on this stellar interpretation of the six-year-old appellation. It's supple and rich on the palate, with mocha, juicy red berries and plenty of exciting zing.",95,44,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9275","US","Ripe raspberry, slight minerality, mossy earthiness and a minty lift kick off this offering. On the palate, expect sour cherry, mocha and a pleasing espresso finish bolstered by tingling acidity. Though 2010 was considered a less-than-optimal year, the vintage look like a shining star now that wines like this have had time to come into their own.",92,31,"California","Pinot Noir",36.778261,-119.4179324,3
"9276","US","It opens with a lovely bouquet of berries and bourbon barrel. The tart acids underscore a classic structure with polished tannins and just the right amount of herbal accents. Small amounts of Merlot and Cab Franc add complexity. As with many reds from 2011, this will reward decanting for at least 5–6 hours.",92,60,"Washington","Cabernet Sauvignon",47.7510741,-120.7401385,3
"9277","US","This pure Merlot coats the mouth with opulent berry and cherry fruit and silky tannins. Crafted from Ciel du Cheval, Conner Lee and Stonetree vineyard grapes, the poise, balance, integration and persistence are outstanding, as is the value.",92,30,"Washington","Merlot",47.7510741,-120.7401385,3
"9278","US","Smoky with a heavy dose of char, this wine is a mostly Cabernet Sauvignon, with smaller drops of Petit Verdot, Syrah, Petite Sirah and Merlot. Perfumed in black olive and black currant, it offers soft layers of blackberry and leather ringed in vanilla.",85,23,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9279","US","In this wine, a red-black color and ripe, spicy aromas first grab the attention. Then cherry and black plum flavors spill out of the firm and dramatically tannic texture.",85,19,"California","Pinot Noir",36.778261,-119.4179324,3
"9280","US","Rich, dark and concentrated, this hearty red is somewhat reduced and grippy, with a layering of wild strawberry and earth overlaid in solid oak. It'll appeal to fans of bigger-bodied wines.",85,25,"California","Pinot Noir",36.778261,-119.4179324,3
"9281","US","With a dusty core of black plum, cassis and clove, this is a straightforward, softly approachable wine made to be enjoyed now. Medium bodied, it enters into a realm of creamy vanilla on the finish.",85,32,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9282","US","There's an inkling of floral character on the nose of this otherwise robust, brooding and brawny vineyard-designate. It's overwhelmed by grippy tannins and a bitterness akin to tobacco. Along the way dark cherry and forest earth make an appearance—particularly pine and a whiff of tar.",85,65,"California","Pinot Noir",36.778261,-119.4179324,3
"9283","US","This wine was given quite a bit of time in bottle. It offers cranberry, olive and a sanguine touch of dried cherry. Medium in weight and oak, it finishes with tart acidity.",85,67,"California","Pinot Noir",36.778261,-119.4179324,3
"9284","US","Reduced, with a pronounced aroma and flavor of barrel, in actuality this is a stainless-steel-fermented wine that takes on weight and density as if it spent time in wood. Meaty, it has an end note of caramel.",85,23,"California","Syrah",36.778261,-119.4179324,3
"9285","US","From a cool climate region, this brings crisp raspberry fruit with underlying minerality. Aging in one-third new French oak adds in notes of dusty coffee grounds and a hint of milk chocolate. The wine starts out tight, then fans out through the finish.",88,34,"Oregon","Syrah",43.8041334,-120.5542012,3
"9286","US","Black plum, dried herb, leather, cocoa and floral scents show on the nose of this bottling from the warmest part of the Salinas Valley. Black plum fruit meets Indian spice on the palate, with a slightly funky yeast-derived characteristic.",88,38,"California","Tempranillo",36.778261,-119.4179324,1
"9287","US","Smooth, rounded tannins mark the entry in this 100% varietal wine that's mildly spicy with clove and an herbal tease of sage. Its black, smoky fruit is ripe and rewarding, enveloped in velvety texture and buoyed by moderate acidity.",88,150,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9288","US","This wine shows a tough unripeness that makes it hard to appreciate. There's a green peppercorn edge to the raspberries and cherries that accentuates the dryness and acids, and makes the tannins feel metallic. Still, it does display Bien Nacido elegance. Hard to see this wine aging, so drink soon.",86,45,"California","Pinot Noir",36.778261,-119.4179324,3
"9289","US","Largely tannic and bearing a lot of oak, Amador Foothill's Sangiovese is more savory than sweet, with leather, mocha and herbs rising to the top in taste.",86,18,"California","Sangiovese",36.778261,-119.4179324,3
"9290","US","Luscious blackberry and cherry pie filling, dark chocolate and sandalwood flavors dominate this 100% Syrah. It's pretty tasty, but it's high in alcohol, with a hot mouthfeel, and feels too soft for balance. Drink now.",86,55,"California","Syrah",36.778261,-119.4179324,3
"9291","US","Released young, this fresh and citrusy wine is all about the fruit. Full in the mouth, it quickly settles into a cherry vanilla mid-palate, and sails on through a clean finish.",86,22,"Oregon","Pinot Noir",43.8041334,-120.5542012,3
"9292","US","Fruit-forward and simple, with the sugared taste of black cherry jam. Very high alcohol shows up in the form of jalapeño pepper heat.",82,25,"California","Merlot",36.778261,-119.4179324,3
"9293","US","Thin in fruit and sharp in acidity, this Merlot at least is dry and silky on the palate. It has raisin and oak flavors.",82,11,"California","Merlot",36.778261,-119.4179324,3
"9294","US","Very little structure in this Cabernet, which makes it too soft for balance. The cherry, cola and sandalwood flavors finish sweet.",82,20,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9295","US","This volatile, sharp-toned wine barely makes the cut. Those who are particularly sensitive to scents of nail-polish remover may wish to steer clear. Despite relatively low alcohol and high sugar, it burns a bit in the finish.",81,14,"Washington","Chardonnay",47.7510741,-120.7401385,2
"9296","US","A touch of honey brings a sense of sweetness to the flavors of lemon candy, pineapple juice, green melon and vanilla. Tart acidity provides fine vitality and balance. This shows real Napa Valley finesse.",88,26,"California","Sauvignon Blanc",36.778261,-119.4179324,3
"9297","US","This smells deep and bass-like, with resonating notes of honeyed white currant, spiced breakfast toast and apricot preserves, accented with touches of caramel and toasted nut. It feels round, rich and opulent, with a nice lift of acids that give the wine some spring.",88,22,"Virginia","Chardonnay",37.4315734,-78.6568942,2
"9298","US","This is the first Chardonnay release from Anam Cara, estate grown from young vines, and softened by secondary fermentation. The flavors suggest almond and butter, light citrus, a whiff of toast and a taste of cracker. It's smooth, with a lemony finish.",87,26,"Oregon","Chardonnay",43.8041334,-120.5542012,2
"9299","US","Tart acidity combined with candied flavors of pineapples and butterscotch mark this simple Chardonnay. Finishes a bit sour.",82,14,"California","Chardonnay",36.778261,-119.4179324,2
"9300","US","This wine appears to have suffered from the cool 2011 vintage with prominent herbal notes that lean far into the green. It seems to carry noticeable residual sugar, with the sweetness making for an odd juxtaposition to the aroma profile.",82,13,"Washington","Merlot",47.7510741,-120.7401385,3
"9301","US","Bright strawberry and rhubarb flavors are pulled taut with tension and hearty tannin in this estate-grown wine from Gloria Ferrer. Cherry liqueur and dried herb notes add dimension and seasoning to the robust, oaky profile.",90,45,"California","Pinot Noir",36.778261,-119.4179324,3
"9302","US","Earthy and inviting with wild raspberry, cherry and strawberry flavors, this fruity, light-bodied wine also allows room for rose petal and forest notes. Tart and peppery, it finishes with rhubarb accents.",90,22,"California","Pinot Noir",36.778261,-119.4179324,3
"9303","US","This cuvée gets some extra time in 40% new wood, and is bottled unfiltered. Plush blackberry and black cherry fruit flavors, accented with streaks of cola and chocolate, capture your attention. It's a rich tasty forward immediately enjoyable bottle, so go for it now through 2020.",90,35,"Oregon","Pinot Noir",43.8041334,-120.5542012,3
"9304","US","A tart orange-and-cranberry freshness meets baked bread and brambly black-cherry aromas in this vineyard designate. It's a lusciously ripe wine that's high in acidity and memorably fruity. The oak is marked by a tease of vanilla.",90,65,"California","Pinot Noir",36.778261,-119.4179324,3
"9305","US","This is a dull, hugely tannic wine. It's hard to penetrate, with its robust use of dry oak and heat. The finish delivers a shot of gunpowder and graphite.",83,42,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9306","US","The color is unusually light and brick-red, and this wine as a whole is rather light. Aromas are quite vivid and sharp, like smoke, herbs and rhubarb. The flavor is complex before it turns lean and sharp on the finish.",83,13,"California","Pinot Noir",36.778261,-119.4179324,3
"9307","US","This wine is tight and tannic, with a rustic hint of leathery saddle and barnyard that makes it hard to highly recommend.",82,25,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9308","US","This wine is a blend of top sites Les Collines, SJR and Red Willow. It's perfumed with notes of green olive, violets, dried herbs, mineral and smoked meat. The palate is tightly wound, sensuous and supple, lithe yet rich with tart fruit and savory flavors backed by tannins that need more time to come into their own—but this wine surely deserves it. It has all of the stuffing to be a 20+ year wine. Best from 2025 to 2032. Give it an extended decant if opening in the near term.",95,85,"Washington","Syrah",47.7510741,-120.7401385,3
"9309","US","Brian Loring's bottling of this vineyard planted by Gary Pisoni and Gary Franscioni is bursting with raspberry syrup, cola and peppercorns on the nose. The palate boasts notes of strawberry juice, red berries and hibiscus. It's luxurious and sexy.",95,50,"California","Pinot Noir",36.778261,-119.4179324,3
"9310","US","The sweet smell of campfire meets with bacon fat, dried purple flowers, black tea, licorice, espresso and just a razor's edge of ripe fruit. It's delicious on the palate, with rich raspberry fruits, dried strawberry, mocha and a minty sensation that lingers amidst the noticeable tannic grip.",94,50,"California","Pinot Noir",36.778261,-119.4179324,3
"9311","US","Minty fresh and significantly herbal, this is a lighter-styled, stemmy and earthy wine from a longstanding vineyard source that just shines from start to finish. Pomegranate, black cherry and tea combine to delicious effect, giving the wine enough body and soul to remain memorable through the long, tea-stained finish.",94,40,"California","Pinot Noir",36.778261,-119.4179324,3
"9312","US","Suave aromas of browned butter, preserved lemons and seared nectarine surround alkalinity on this purely-for-the-love side project of Jim Clendenen. The edges of the palate are lush and rich with vanilla cream, roasted nuts and butter, but the center holds laser-tight to singed lemon acidity before a finish that shows some marshmallow and nutmeg spice. The wine seems to be peaking now.",94,50,"California","Chardonnay",36.778261,-119.4179324,2
"9313","US","Offering aromas of a warm berry cobbler with a touch of sagebrush spice, this delivers the flavorful balance promised by the appellation. Once sipped, there is violet, lavender, cola, rhubarb pie and candy-coated fennel seeds, a combination that comes across as uncomplicated and makes for easy, delicious drinking.",92,55,"California","Pinot Noir",36.778261,-119.4179324,3
"9314","US","Numerous sites in the Horse Heaven Hills didn't produce fruit in 2011 due a late 2010 freeze. This wine bears witness to the glory of the vines that survived unscathed with its notes of huckleberry, dark coffee and smoked meat. The flavors are silky soft and glide along to a lingering, chocolate-filled finish.",92,30,"Washington","Syrah",47.7510741,-120.7401385,3
"9315","US","This pops aromatically, with notes of dark roasted coffee beans, char and black cherry. The palate is approachable and soft in style, with sweet, ripe cherry flavors and abundant coffee tones throughout.",91,30,"Washington","Cabernet Sauvignon",47.7510741,-120.7401385,3
"9316","US","In 1996, Dan and Donna Lee planted the Double L Vineyard, believing it to be the best place to produce a great wine in the appellation. The 2012 rendition continues the legacy, offering melted butter, caramel, vanilla and Parmesan cheese aromas, followed by a palate of lemon curd, toasted marshmallow and more butter, but in a lifting way.",91,42,"California","Chardonnay",36.778261,-119.4179324,2
"9317","US","Ripe fruit meets butter and spice in this medium-bodied, smooth and integrated wine. It opens with Bosc pear and golden apple aromas, melding with vanilla and marzipan notes, its richness of flavor nicely buoyed up by acidity.",90,14,"California","Chardonnay",36.778261,-119.4179324,2
"9318","US","This wine shows crisp apple and pear notes over a backdrop of minerality. Its ripe fruit is ribbed with anise, fennel and lemongrass scents.",90,25,"California","Chardonnay",36.778261,-119.4179324,2
"9319","US","Made in a relatively light-bodied, soft style, this wine has a weedy, herbal element at its heart, and could use more fruit to balance out. It ends in a taste of bittersweet chocolate and espresso.",84,20,"California","Merlot",36.778261,-119.4179324,3
"9320","US","Restrained compared to the winery's other bottlings, this single vineyard Sauvignon Blanc offers dried yellow apple, lime and orange rind aromas. There's plenty of acidity on the palate, but it presents itself subtly, with wet cement-like mineral tension.",88,22,"California","Sauvignon Blanc",36.778261,-119.4179324,3
"9321","US","Round Pond's track record with Sauvignon Blanc is pretty consistent. The wine is rarely great—almost never bad–but frequently satisfactory. The 2012 is one of their better efforts—a little ripe in profile—but clean and savory.",86,24,"California","Sauvignon Blanc",36.778261,-119.4179324,3
"9322","US","There's a toughness to this wine that makes it a little hard to appreciate. The tannins are raw, and there's a green, herbal quality to the cherry and raspberry fruit. The oak seems to stand aside, and so does the acidity. It's all a bit ungainly now and is unlikely to improve with age, so drink up.",86,60,"California","Pinot Noir",36.778261,-119.4179324,3
"9323","US","This Syrah is candied on the palate with brown sugar and blackberry jam flavors, with a cassis liqueur headiness from high alcohol. It's not an ager, so drink up.",86,45,"California","Syrah",36.778261,-119.4179324,3
"9324","US","Pure, intense aromas of grass, melon, gooseberry and underripe peach hit the nose with vibrancy. Alert acids shoot across the light- to medium-bodied palate with great precision, keeping the palate frisky. A note of liquid stone and a spritz of lemon keep the finish clean.",87,24,"Virginia","Sauvignon Blanc",37.4315734,-78.6568942,3
"9325","US","Here's an elegant, low alcohol wine that's supertoasty and bone dry, with barrel notes that almost completely disguise the delicate cherry fruit.",87,55,"Oregon","Pinot Noir",43.8041334,-120.5542012,3
"9326","US","Mouthwatering acidity and streamlined flavors of green grass, Meyer lemon and grapefruit mark this dry Sauvignon Blanc. It's a versatile wine to drink now with everything from Asian-fusion fare to a simple roasted chicken.",87,27,"California","Sauvignon Blanc",36.778261,-119.4179324,3
"9327","US","Williams Selyem expresses the intricacies of this vineyard with more consistency than any other winery. This remarkably intellectual, ageworthy wine is bone dry, with marked acidity and complexity. The flavors range from wild cherries, cola and balsam to raspberry tart and buttered cinnamon toast. Its complexity is like a mandala, increasing in beauty the longer one examines it. A softly tannic bitterness lingers on the finish; drink 2019–2030.",97,95,"California","Pinot Noir",36.778261,-119.4179324,3
"9328","US","As with previous vintages, this rare wine spent 38 months in barrel. Smooth and supple, it's a lush expression of purple and black fruits, generously endowed with darker flavors of smoke, tar, soy and licorice. There is a compelling, yet subtle, umami character overriding all else. It's drinking quite beautifully now, but could age considerably longer.",96,100,"Washington","Syrah",47.7510741,-120.7401385,3
"9329","US","This is Langetwins's first vintage of Malbec from estate vineyards and it leaves a bit to be desired. Flat and a tad watery, it's a one-dimensional quaff.",80,15,"California","Malbec",36.778261,-119.4179324,3
"9330","US","This is a Pinot Noir of considerable force. Your first impression is of irrepressible power, with masses of fruit punching through an overlay of tannin and oak. Then the flavors fantail out, suggesting cherries, cola, currants and spices that are rich and complex through the long finish. For all its richness, the wine retains an agreeable delicacy of texture. Comprised of lots selected by winemaker Bob Cabral for this anniversary bottling, it's right up there with Williams Selyem's best 2010 Pinots, and just as ageable. Drink now–2022. The wine is only available as part of a two-pack from the winery for $250; the other bottle is the 2010 Morning Dew Ranch Pinot Noir, from Anderson Valley.",97,125,"California","Pinot Noir",36.778261,-119.4179324,3
"9331","US","This is an amazingly complex wine and a fine expression of the cool vintage. Perhaps the most notable feature is acidity; it's strong, almost tingly, and will certainly help the wine age. The flavors are explosive yet refined, with notes of cherries, cola, pomegranates and plums. Good as it is to drink now, you'll want to cellar it until 2018, and it will provide beauty for many additional years.",95,57,"California","Pinot Noir",36.778261,-119.4179324,3
"9332","US","Tantara's nine new Pinot Noirs are all fabulous, but the Gwendolyn is their best. It is, in a word, gorgeous. Brisk in acidity, balanced in alcohol and oak, it displays a complex array of flavors, ranging from black cherries and cola to pomegranates, rhubarbs, persimmons and sweet currants. For all the power, it feels as delicate as a rose petal. Drink this lush wine now and over the next 10 years.",95,70,"California","Pinot Noir",36.778261,-119.4179324,3
"9333","US","Shows the power and finesse of this great vineyard. The cherry, persimmon, cola and baking spice flavors have the exotically feral notes of chamomile, game and mushrooms so typical of this vineyard and the Fort Ross area. So beautiful and deft now, it's hard not to pop the cork, but this Pinot will age well for at least 10 years.",94,59,"California","Pinot Noir",36.778261,-119.4179324,3
"9334","US","Merry Edwards has had a long relationship with this Westside Road vineyard, which has given her some very great wines. This 2010 continues her offering of delicious Pinots of early appeal, but whose structural integrity guarantees ageability. The wine is lush in raspberries, cherries and currants, yet is elegant and crisp in acidity. You can drink it now, but it will gain in the bottle after 2018.",94,54,"California","Pinot Noir",36.778261,-119.4179324,3
